# Chandrayaan-1 SWIM ion data 
# generated using SwimStartEnergyExtract at 20110426T230000 on iapetus
# Orbit :orb_1069.swim
# Energy steps [eV] : 106, 132, 165, 206, 258, 322, 403, 503, 629, 786, 983, 1229, 1536, 1920, 2400, 3000 
2009-02-05T05:16:04.482  0 0 0 0 0 0 0 1 0 2 7 2 0 0 0 1
2009-02-05T05:16:12.486  0 0 0 0 0 0 0 1 1 0 3 2 1 1 2 1
2009-02-05T05:16:20.486  0 0 0 0 0 0 1 0 4 1 1 3 2 2 0 2
2009-02-05T05:16:28.486  0 0 0 1 0 1 0 0 0 0 6 3 2 1 1 4
2009-02-05T05:16:36.486  0 0 0 0 0 0 0 0 2 1 2 2 0 6 4 0
2009-02-05T05:16:44.486  0 0 0 0 0 0 1 1 4 0 9 1 4 2 1 0
2009-02-05T05:16:52.486  1 0 0 0 0 1 2 2 0 1 10 5 3 0 2 0
2009-02-05T05:17:00.486  0 0 0 0 0 0 1 1 3 2 6 5 2 3 0 0
2009-02-05T05:17:08.484  1 0 0 0 1 1 0 1 2 3 11 4 4 1 0 1
2009-02-05T05:17:16.489  0 0 1 0 0 0 1 1 3 4 4 5 0 1 0 0
2009-02-05T05:17:24.490  0 0 0 0 0 0 1 0 0 1 5 0 0 3 1 0
2009-02-05T05:17:32.490  0 0 0 0 0 0 4 1 2 1 1 1 2 3 0 1
2009-02-05T05:17:40.490  0 0 1 0 0 0 1 2 1 0 2 0 0 3 0 1
2009-02-05T05:17:48.490  1 0 0 0 1 2 1 2 2 1 4 1 3 2 1 1
2009-02-05T05:17:56.489  1 1 0 0 0 0 3 0 4 3 1 4 5 1 1 1
2009-02-05T05:18:04.489  0 1 0 0 0 0 1 3 12 1 0 0 3 1 3 3
2009-02-05T05:18:12.493  1 0 0 0 0 0 0 0 0 2 0 27 3 0 0 1
2009-02-05T05:18:20.493  0 0 0 0 0 0 0 3 2 1 1 5 1 1 1 1
2009-02-05T05:18:28.493  0 0 0 0 0 0 1 0 0 0 6 5 2 8 1 0
2009-02-05T05:18:36.493  1 0 0 1 0 2 2 2 3 1 2 3 3 0 1 2
2009-02-05T05:18:44.493  0 0 0 0 0 0 0 0 0 3 1 1 4 0 0 0
2009-02-05T05:18:52.493  1 0 1 0 1 0 1 1 1 0 0 0 1 0 1 2
2009-02-05T05:19:00.493  0 0 0 2 1 0 0 1 2 1 0 3 0 2 3 0
2009-02-05T05:19:08.493  0 1 0 0 1 1 0 0 4 1 0 0 2 1 1 1
2009-02-05T05:19:16.494  0 0 0 0 0 2 0 0 1 0 0 2 5 1 1 2
2009-02-05T05:19:24.496  0 1 0 0 0 0 0 0 0 1 0 0 0 1 1 2
2009-02-05T05:19:32.496  0 0 0 0 0 0 1 0 0 1 0 1 2 0 1 0
2009-02-05T05:19:40.496  0 0 0 0 0 0 0 0 0 2 1 1 1 0 1 0
2009-02-05T05:19:48.496  0 0 1 0 0 0 1 1 0 1 0 2 3 0 0 0
2009-02-05T05:19:56.496  1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
2009-02-05T05:20:04.496  0 0 1 1 0 0 1 0 1 0 0 0 0 0 0 0
2009-02-05T05:20:12.500  0 0 1 1 1 0 0 0 2 1 1 0 0 0 1 0
2009-02-05T05:20:20.500  0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 2
2009-02-05T05:20:29.709  1 1 0 0 0 0 1 0 0 1 0 0 1 0 2 0
2009-02-05T05:20:37.709  0 0 0 1 0 1 0 0 0 0 2 0 0 0 0 1
2009-02-05T05:20:45.709  0 1 0 0 0 0 0 0 2 2 0 1 4 1 1 0
2009-02-05T05:20:53.709  2 0 1 0 0 0 1 0 2 0 1 0 1 0 3 2
2009-02-05T05:21:01.710  0 0 0 1 1 2 1 0 1 0 0 0 2 1 2 1
2009-02-05T05:21:09.710  0 0 0 1 0 0 2 0 0 0 0 1 4 0 0 1
2009-02-05T05:21:17.713  1 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0
2009-02-05T05:21:25.713  0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0
2009-02-05T05:21:33.713  0 2 1 0 0 1 0 0 1 0 0 1 1 2 0 0
2009-02-05T05:21:41.713  0 1 0 0 0 0 0 0 0 1 1 1 0 2 0 0
2009-02-05T05:21:49.713  0 0 0 0 0 0 0 0 1 3 0 0 1 0 1 0
2009-02-05T05:21:57.713  0 0 1 0 0 0 0 0 1 0 0 2 2 2 0 0
2009-02-05T05:22:05.713  0 0 0 0 0 0 0 0 1 1 0 1 0 1 0 3
2009-02-05T05:22:13.717  1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1
2009-02-05T05:22:21.717  0 0 0 1 1 0 0 2 0 3 0 1 2 1 0 0
